player_name,player_url,status,transfermarkt_id,player_slug,home_name,dob_age,place_birth,height,citizenship,position,foot,agent,current_club,joined,contract_expires,outfitter,injury_count_total,days_missed_total,games_missed_total,retired,retirement_date,shirt_number,injury_seasons
Sammy Ameobi,https://www.transfermarkt.com/sammy-ameobi/profil/spieler/92381,Success,92381,spieler,Sammy Ameobi,01/05/1992 (33),Newcastle upon Tyne,"1,90 m",England  Nigeria,Attack - Left Winger,left,Not found,Middlesbrough,1/7/2022,-,Not found,2,159,24,Yes,1/7/2022,Not found,2
Shola Ameobi,https://www.transfermarkt.com/shola-ameobi/profil/spieler/3276,Success,3276,spieler,Shola Ameobi,12/10/1981 (44),Zaria,"1,91 m",Nigeria  England,Attack - Centre-Forward,right,Not found,Notts County,1/7/2018,-,Not found,5,97,19,Yes,1/7/2018,Not found,2
Anderson,https://www.transfermarkt.com/anderson/profil/spieler/8564,Success,8564,spieler,Deco,27/08/1977 (48),São Bernardo do Campo,"1,76 m",Portugal  Brazil,Midfield - Attacking Midfield,right,Not found,Fluminense,26/08/2013,-,Not found,7,170,44,Yes,26/08/2013,Not found,3
Keith Andrews,https://www.transfermarkt.com/keith-andrews/profil/spieler/8035,Success,8035,spieler,Keith Andrews,13/09/1980 (45),Dublin,"1,83 m",Ireland  England,Midfield - Central Midfield,right,Not found,Bolton,4/8/2015,-,Not found,1,14,3,Yes,4/8/2015,Not found,1
Nicolas Anelka,https://www.transfermarkt.com/nicolas-anelka/profil/spieler/3226,Success,3226,spieler,Nicolas Anelka,14/03/1979 (46),Versailles,"1,86 m",France  Martinique,Attack - Centre-Forward,right,Not found,Mumbai City,1/1/2016,-,Not found,13,294,53,Yes,1/1/2016,Not found,8
Marcos Angeleri,https://www.transfermarkt.com/marcos-angeleri/profil/spieler/27448,Success,27448,spieler,Marcos Angeleri,07/04/1983 (42),Treinta de Agosto,"1,83 m",Argentina  Italy,Defender - Right-Back,right,Not found,Argentinos Jrs.,1/7/2020,-,Nike,7,543,90,Yes,1/7/2020,Not found,5
Victor Anichebe,https://www.transfermarkt.com/victor-anichebe/profil/spieler/39532,Success,39532,spieler,Victor Anichebe,23/04/1988 (37),Lagos,"1,90 m",Nigeria  England,Attack - Centre-Forward,right,Not found,BJ Enterprises,1/7/2018,-,Not found,9,512,106,Yes,1/7/2018,Not found,6
Andrey Arshavin,https://www.transfermarkt.com/andrey-arshavin/profil/spieler/15378,Success,15378,spieler,Andrey Arshavin,29/05/1981 (44),Leningrad,"1,72 m",Russia,Attack - Left Winger,both,Not found,Kairat Almaty,1/1/2019,-,Not found,6,116,23,Yes,1/1/2019,Not found,4
Mikel Arteta,https://www.transfermarkt.com/mikel-arteta/profil/spieler/7451,Success,7451,spieler,Mikel Arteta,26/03/1982 (43),Donostia-San Sebastián,"1,77 m",Spain,Midfield - Central Midfield,right,Not found,Arsenal,1/7/2016,-,Puma,14,701,168,Yes,1/7/2016,Not found,7
Benoît Assou-Ekotto,https://www.transfermarkt.com/benot-assou-ekotto/profil/spieler/18310,Success,18310,spieler,Benoît Assou-Ekotto,24/03/1984 (41),Arras,"1,78 m",Cameroon  France,Defender - Left-Back,left,Not found,FC Metz,1/7/2018,-,Not found,6,521,100,Yes,1/7/2018,Not found,5
Fábio Aurélio,https://www.transfermarkt.com/fbio-aurlio/profil/spieler/7570,Success,7570,spieler,Fábio Aurélio,24/09/1979 (46),São Carlos,"1,78 m",Brazil  Italy,Defender - Left-Back,left,Not found,Grêmio,1/1/2014,-,Not found,7,342,67,Yes,1/1/2014,Not found,5
Demba Ba,https://www.transfermarkt.com/demba-ba/profil/spieler/40205,Success,40205,spieler,Demba Ba,25/05/1985 (40),Sèvres,"1,89 m",Senegal  France,Attack - Centre-Forward,right,Not found,FC Lugano,13/09/2021,-,Not found,16,805,98,Yes,13/09/2021,Not found,7
Ryan Babel,https://www.transfermarkt.com/ryan-babel/profil/spieler/16135,Success,16135,spieler,Ryan Babel,19/12/1986 (38),Amsterdam,"1,85 m",Netherlands  Suriname,Attack - Left Winger,right,Not found,Eyüpspor,9/11/2024,-,Not found,23,516,113,Yes,9/11/2024,Not found,12
Leighton Baines,https://www.transfermarkt.com/leighton-baines/profil/spieler/13507,Success,13507,spieler,Leighton Baines,11/12/1984 (40),Kirkby,"1,70 m",England,Defender - Left-Back,left,Not found,Everton,27/07/2020,-,adidas,6,379,61,Yes,27/07/2020,Not found,4
Chris Baird,https://www.transfermarkt.com/chris-baird/profil/spieler/4115,Success,4115,spieler,Chris Baird,25/02/1982 (43),Rasharkin,"1,85 m",Northern Ireland,Midfield - Defensive Midfield,right,Not found,Derby,7/2/2019,-,Not found,3,34,7,Yes,7/2/2019,Not found,3
Nathan Baker,https://www.transfermarkt.com/nathan-baker/profil/spieler/62638,Success,62638,spieler,Nathan Baker,23/04/1991 (34),Worcester,"1,89 m",England,Defender - Centre-Back,left,Not found,Bristol City,29/08/2022,-,Nike,8,888,90,Yes,29/08/2022,Not found,5
Gareth Bale,https://www.transfermarkt.com/gareth-bale/profil/spieler/39381,Success,39381,spieler,Gareth Bale,16/07/1989 (36),Cardiff,"1,86 m",Wales,Attack - Right Winger,left,Not found,LAFC,9/1/2023,-,adidas,43,1122,256,Yes,9/1/2023,Not found,15
Mario Balotelli,https://www.transfermarkt.com/mario-balotelli/profil/spieler/45146,Success,45146,spieler,Mario Balotelli,12/08/1990 (35),Palermo,"1,89 m",Italy  Ghana,Attack - Centre-Forward,right,Not found,Without Club,1/7/2025,-,Puma,36,906,135,No,Not found,Not found,14
Barry Bannan,https://www.transfermarkt.com/barry-bannan/profil/spieler/61561,Success,61561,spieler,Barry Bannan,01/12/1989 (35),Airdrie,"1,69 m",Scotland,Midfield - Central Midfield,left,Not found,Sheff Wed,31/08/2015,30/06/2026,Not found,1,77,18,No,Not found,10,1
Alex Baptiste,https://www.transfermarkt.com/alex-baptiste/profil/spieler/16660,Success,16660,spieler,Alex Baptiste,31/01/1986 (39),Sutton-in-Ashfield,"1,80 m",England,Defender - Centre-Back,right,Not found,Without Club,1/1/2023,-,Not found,1,198,33,No,Not found,Not found,1
Phil Bardsley,https://www.transfermarkt.com/phil-bardsley/profil/spieler/15773,Success,15773,spieler,Phil Bardsley,28/06/1985 (40),Salford,"1,80 m",Scotland  England,Defender - Right-Back,right,Not found,Stockport,1/7/2023,-,Not found,14,285,42,Yes,1/7/2023,Not found,8
Giles Barnes,https://www.transfermarkt.com/giles-barnes/profil/spieler/37236,Success,37236,spieler,Giles Barnes,05/08/1988 (37),Barking,"1,83 m",Jamaica  England,Attack - Centre-Forward,right,Not found,Hyderabad FC,1/7/2020,-,Not found,6,167,29,Yes,1/7/2020,Not found,4
Pablo Barrera,https://www.transfermarkt.com/pablo-barrera/profil/spieler/51079,Success,51079,spieler,Pablo Barrera,21/06/1987 (38),Tlalnepantla,"1,75 m",Mexico,Attack - Right Winger,right,Not found,Querétaro FC,5/7/2021,31/12/2025,Not found,1,184,34,No,Not found,8,1
Gareth Barry,https://www.transfermarkt.com/gareth-barry/profil/spieler/3291,Success,3291,spieler,Gareth Barry,23/02/1981 (44),Hastings,"1,84 m",England,Midfield - Defensive Midfield,left,Not found,Hurstpierpoint,22/07/2024,-,Not found,3,126,21,No,Not found,Not found,2
Joey Barton,https://www.transfermarkt.com/joey-barton/profil/spieler/3292,Success,3292,spieler,Joey Barton,02/09/1982 (43),Huyton,"1,80 m",England,Midfield - Central Midfield,right,Not found,Burnley,1/7/2017,-,Nike,3,125,19,Yes,1/7/2017,Not found,2
Chris Basham,https://www.transfermarkt.com/chris-basham/profil/spieler/52495,Success,52495,spieler,Chris Basham,20/07/1988 (37),Hebburn,"1,90 m",England,Defender - Centre-Back,right,Not found,Sheff Utd,28/08/2024,-,Not found,5,500,57,Yes,28/08/2024,Not found,4
Sébastien Bassong,https://www.transfermarkt.com/sbastien-bassong/profil/spieler/33951,Success,33951,spieler,Sébastien Bassong,09/07/1986 (39),Paris,"1,87 m",Cameroon  France,Defender - Centre-Back,left,Not found,Volos NPS,1/1/2020,-,Not found,1,8,3,Yes,1/1/2020,Not found,1
Jose Baxter,https://www.transfermarkt.com/jose-baxter/profil/spieler/82734,Success,82734,spieler,Jose Baxter,07/02/1992 (33),Bootle,"1,79 m",England,Midfield - Attacking Midfield,right,Not found,Memphis 901,8/8/2021,-,Not found,0,0,0,Yes,8/8/2021,Not found,0
James Beattie,https://www.transfermarkt.com/james-beattie/profil/spieler/3112,Success,3112,spieler,James Beattie,27/02/1978 (47),Lancaster,"1,85 m",England,Attack - Centre-Forward,right,Not found,Accrington,1/7/2013,-,Not found,2,93,17,Yes,1/7/2013,Not found,2
Jean Beausejour,https://www.transfermarkt.com/jean-beausejour/profil/spieler/18871,Success,18871,spieler,Jean Beausejour,01/06/1984 (41),Santiago de Chile,"1,78 m",Chile  Haiti,Defender - Left-Back,left,Not found,Coquimbo Unido,28/01/2022,-,Not found,17,374,58,Yes,28/01/2022,Not found,8
Bebé,https://www.transfermarkt.com/beb/profil/spieler/26541,Success,26541,spieler,Bebeto,16/02/1964 (61),Salvador,"1,76 m",Brazil,Attack - Centre-Forward,both,Not found,Al-Ittihad,22/12/2003,-,Not found,0,0,0,Yes,22/12/2003,Not found,0
Jermaine Beckford,https://www.transfermarkt.com/jermaine-beckford/profil/spieler/38874,Success,38874,spieler,Jermaine Beckford,09/12/1983 (41),London,"1,88 m",Jamaica  England,Attack - Centre-Forward,right,Not found,Bury,1/9/2019,-,Not found,1,186,34,Yes,1/9/2019,Not found,1
Roman Bednář,https://www.transfermarkt.com/roman-bedn/profil/spieler/26898,Success,26898,spieler,Roman Bednar,26/03/1983 (42),Praha,"1,88 m",Czech Republic,Attack - Centre-Forward,right,Not found,Hovorcovice,14/09/2023,-,Not found,2,45,7,No,Not found,Not found,1
Asmir Begović,https://www.transfermarkt.com/asmir-begovi/profil/spieler/33873,Success,33873,spieler,Asmir Begovic,20/06/1987 (38),Trebinje,"1,99 m",Bosnia-Herzegovina  Canada,Goalkeeper,right,Not found,Leicester,29/07/2025,30/06/2026,AB1,3,45,10,No,Not found,31,3
Valon Behrami,https://www.transfermarkt.com/valon-behrami/profil/spieler/21905,Success,21905,spieler,Valon Behrami,19/04/1985 (40),Mitrovicë,"1,84 m",Switzerland  Kosovo,Midfield - Central Midfield,right,Not found,Brescia,1/7/2022,-,Nike,29,933,177,Yes,1/7/2022,Not found,13
Hatem Ben Arfa,https://www.transfermarkt.com/hatem-ben-arfa/profil/spieler/18900,Success,18900,spieler,Hatem Ben Arfa,07/03/1987 (38),Clamart,"1,79 m",France  Tunisia,Midfield - Attacking Midfield,left,Not found,Lille,1/7/2024,-,adidas,9,593,182,Yes,1/7/2024,Not found,8
Tal Ben Haim,https://www.transfermarkt.com/tal-ben-haim/profil/spieler/20714,Success,20714,spieler,Tal Ben Haim,31/03/1982 (43),Rishon LeZion,"1,83 m",Israel,Defender - Centre-Back,right,Not found,B. Jerusalem,1/7/2021,-,Not found,2,92,21,Yes,1/7/2021,Not found,2
Yossi Benayoun,https://www.transfermarkt.com/yossi-benayoun/profil/spieler/7858,Success,7858,spieler,Yossi Benayoun,05/05/1980 (45),Dimona,"1,75 m",Israel,Attack - Right Winger,right,Not found,B. Jerusalem,5/5/2019,-,Not found,4,295,57,Yes,5/5/2019,Not found,3
Nicklas Bendtner,https://www.transfermarkt.com/nicklas-bendtner/profil/spieler/34557,Success,34557,spieler,Nicklas Bendtner,16/01/1988 (37),Kopenhagen,N/A,Denmark,Attack - Centre-Forward,N/A,Not found,Copenhagen,1/1/2020,-,Nike,12,397,88,Yes,1/1/2020,Not found,8
Benjani,https://www.transfermarkt.com/benjani/profil/spieler/12063,Success,12063,spieler,Benjani,13/08/1978 (47),Bulawayo,"1,88 m",Zimbabwe,Attack - Centre-Forward,right,Not found,Bidvest Wits FC,1/7/2014,-,Not found,2,141,24,Yes,1/7/2014,Not found,1
Darren Bent,https://www.transfermarkt.com/darren-bent/profil/spieler/13239,Success,13239,spieler,Darren Bent,06/02/1984 (41),London,"1,80 m",England  Jamaica,Attack - Centre-Forward,right,Not found,Derby,1/7/2018,-,Not found,9,387,80,Yes,1/7/2018,Not found,6
Marcus Bent,https://www.transfermarkt.com/marcus-bent/profil/spieler/9958,Success,9958,spieler,Marcus Bent,19/05/1978 (47),"Hammersmith, London","1,88 m",England  Jamaica,Attack - Centre-Forward,right,Not found,Cornard United,4/1/2020,-,Not found,1,44,11,No,Not found,Not found,1
David Bentley,https://www.transfermarkt.com/david-bentley/profil/spieler/3205,Success,3205,spieler,David Bentley,27/08/1984 (41),Peterborough,"1,78 m",England,Midfield - Right Midfield,right,Not found,Tottenham,13/06/2014,-,Not found,1,179,43,Yes,13/06/2014,Not found,1
Dimitar Berbatov,https://www.transfermarkt.com/dimitar-berbatov/profil/spieler/65,Success,65,spieler,Dimitar Berbatov,30/01/1981 (44),Blagoevgrad,N/A,Bulgaria,Attack - Centre-Forward,N/A,Not found,Kerala Blasters,1/4/2018,-,Not found,14,264,50,Yes,1/4/2018,Not found,7
Christophe Berra,https://www.transfermarkt.com/christophe-berra/profil/spieler/36602,Success,36602,spieler,Christophe Berra,31/01/1985 (40),Edinburgh,"1,90 m",Scotland  France,Defender - Centre-Back,left,Not found,Raith Rovers,26/07/2022,-,Not found,7,332,37,Yes,26/07/2022,Not found,4
Ryan Bertrand,https://www.transfermarkt.com/ryan-bertrand/profil/spieler/40611,Success,40611,spieler,Ryan Bertrand,05/08/1989 (36),London,"1,79 m",England,Defender - Left-Back,left,Not found,Leicester,1/7/2023,-,Not found,11,913,139,Yes,1/7/2023,Not found,8
Leon Best,https://www.transfermarkt.com/leon-best/profil/spieler/28244,Success,28244,spieler,Leon Best,19/09/1986 (39),Nottingham,"1,87 m",Ireland  England,Attack - Centre-Forward,right,Not found,Charlton,28/01/2018,-,Not found,4,418,13,Yes,28/01/2018,Not found,3
Habib Beye,https://www.transfermarkt.com/habib-beye/profil/spieler/3923,Success,3923,spieler,Habib Beye,19/10/1977 (48),Suresnes,"1,82 m",Senegal  France,Defender - Right-Back,right,Not found,Doncaster,1/7/2012,-,Not found,2,90,15,Yes,1/7/2012,Not found,1
Diniyar Bilyaletdinov,https://www.transfermarkt.com/diniyar-bilyaletdinov/profil/spieler/16690,Success,16690,spieler,Diniyar Bilyaletdinov,27/02/1985 (40),Moskau,"1,85 m",Russia,Midfield - Attacking Midfield,left,Not found,Trakai,5/2/2019,-,Not found,4,250,30,Yes,5/2/2019,Not found,3
Mame Biram Diouf,https://www.transfermarkt.com/mame-biram-diouf/profil/spieler/62049,Success,62049,spieler,Mame Diouf,16/12/1987 (37),Dakar,"1,85 m",Senegal,Attack - Centre-Forward,right,Not found,A. Keciörengücü,10/9/2024,30/06/2026,Not found,9,378,50,No,Not found,55,6
Robbie Blake,https://www.transfermarkt.com/robbie-blake/profil/spieler/3490,Success,3490,spieler,Robbie Blake,04/03/1976 (49),Middlesbrough,"1,75 m",England,Attack - Second Striker,Not found,Not found,Northumbria,1/1/2014,-,Not found,0,0,0,Yes,1/1/2014,Not found,0
Luís Boa Morte,https://www.transfermarkt.com/lus-boa-morte/profil/spieler/3422,Success,3422,spieler,Luís Boa Morte,04/08/1977 (48),Lisboa,"1,78 m",Portugal  Sao Tome and Principe,Midfield - Left Midfield,left,Not found,Chesterfield,10/1/2013,-,Not found,1,230,32,Yes,10/1/2013,Not found,1
Jérôme Boateng,https://www.transfermarkt.com/jrme-boateng/profil/spieler/26485,Success,26485,spieler,Jérôme Boateng,03/09/1988 (37),Berlin,"1,92 m",Germany,Defender - Centre-Back,right,Not found,LASK,19/09/2025,-,Not found,57,1188,195,Yes,19/09/2025,Not found,16
Ruud Boffin,https://www.transfermarkt.com/ruud-boffin/profil/spieler/31336,Success,31336,spieler,Ruud Boffin,05/11/1987 (38),Sint-Truiden,"1,96 m",Belgium,Goalkeeper,right,Not found,Antalyaspor,1/12/2022,-,Not found,7,110,19,Yes,1/12/2022,Not found,6
Ádám Bogdán,https://www.transfermarkt.com/dm-bogdn/profil/spieler/55247,Success,55247,spieler,Ádám Bogdán,27/09/1987 (38),Budapest,"1,94 m",Hungary,Goalkeeper,right,Not found,Ferencváros,15/09/2023,-,Not found,3,733,129,Yes,15/09/2023,Not found,3
Mauro Boselli,https://www.transfermarkt.com/mauro-boselli/profil/spieler/40822,Success,40822,spieler,Mauro Boselli,22/05/1985 (40),Buenos Aires,"1,81 m",Argentina  Mexico,Attack - Centre-Forward,right,Not found,Estudiantes LP,1/1/2024,-,Not found,8,163,42,Yes,1/1/2024,Not found,5
José Bosingwa,https://www.transfermarkt.com/jos-bosingwa/profil/spieler/9813,Success,9813,spieler,Bosingwa,24/08/1982 (43),Mbandaka,"1,83 m",Portugal  DR Congo,Defender - Right-Back,right,Not found,Trabzonspor,1/7/2016,-,Not found,13,753,124,Yes,1/7/2016,Not found,6
Lee Bowyer,https://www.transfermarkt.com/lee-bowyer/profil/spieler/3877,Success,3877,spieler,Lee Bowyer,03/01/1977 (48),London,"1,75 m",England,Midfield - Central Midfield,right,Not found,Ipswich,1/7/2012,-,Not found,1,88,15,Yes,1/7/2012,Not found,1
Dedryck Boyata,https://www.transfermarkt.com/dedryck-boyata/profil/spieler/88262,Success,88262,spieler,Dedryck Boyata,28/11/1990 (34),Brussel,"1,88 m",Belgium  DR Congo,Defender - Centre-Back,right,Not found,Club Brugge,12/8/2025,-,Not found,25,930,139,Yes,12/8/2025,Not found,7
Emmerson Boyce,https://www.transfermarkt.com/emmerson-boyce/profil/spieler/19641,Success,19641,spieler,Emmerson Boyce,24/09/1979 (46),Aylesbury,"1,80 m",Barbados  England,Defender - Right-Back,right,Not found,Ashton Town,1/7/2022,-,Not found,2,37,5,Yes,1/7/2022,Not found,2
Michael Bradley,https://www.transfermarkt.com/michael-bradley/profil/spieler/30593,Success,30593,spieler,Michael Bradley,31/07/1987 (38),"Princeton, New Jersey","1,89 m",United States,Midfield - Central Midfield,right,Not found,Toronto,1/1/2024,-,Not found,8,563,74,Yes,1/1/2024,Not found,7
Titus Bramble,https://www.transfermarkt.com/titus-bramble/profil/spieler/3130,Success,3130,spieler,Titus Bramble,31/07/1981 (44),Ipswich,"1,92 m",England  Montserrat,Defender - Centre-Back,right,Not found,Sunderland,1/7/2013,-,Not found,3,141,27,Yes,1/7/2013,Not found,3
Wayne Bridge,https://www.transfermarkt.com/wayne-bridge/profil/spieler/3682,Success,3682,spieler,Wayne Bridge,05/08/1980 (45),Southampton,"1,78 m",England,Defender - Left-Back,left,Not found,Reading,1/7/2014,-,Not found,3,222,47,Yes,1/7/2014,Not found,2
Matthew Briggs,https://www.transfermarkt.com/matthew-briggs/profil/spieler/51318,Success,51318,spieler,Matthew Briggs,06/03/1991 (34),London,"1,83 m",Guyana  England,Defender - Centre-Back,left,Not found,Horsham,29/08/2023,-,Not found,2,344,67,Yes,29/08/2023,Not found,2
Wes Brown,https://www.transfermarkt.com/wes-brown/profil/spieler/3405,Success,3405,spieler,Wes Brown,13/10/1979 (46),Manchester,"1,85 m",England,Defender - Centre-Back,right,Not found,Kerala Blasters,1/7/2018,-,Not found,12,1399,302,Yes,1/7/2018,Not found,10
Jeffrey Bruma,https://www.transfermarkt.com/jeffrey-bruma/profil/spieler/88721,Success,88721,spieler,Jeffrey Bruma,13/11/1991 (34),Rotterdam,"1,89 m",Netherlands  Suriname,Defender - Centre-Back,right,Not found,RKC Waalwijk,26/09/2025,-,Not found,18,634,84,Yes,26/09/2025,Not found,11
Chris Brunt,https://www.transfermarkt.com/chris-brunt/profil/spieler/36814,Success,36814,spieler,Chris Brunt,14/12/1984 (40),Belfast,"1,87 m",Northern Ireland,Midfield - Central Midfield,left,Not found,Bristol City,3/1/2021,-,Not found,4,272,42,Yes,3/1/2021,Not found,4
Mark Bunn,https://www.transfermarkt.com/mark-bunn/profil/spieler/49319,Success,49319,spieler,Mark Bunn,16/11/1984 (41),London,"1,83 m",England  Ireland,Goalkeeper,right,Not found,Aston Villa,1/7/2019,-,Not found,1,37,6,Yes,1/7/2019,Not found,1
Gary Cahill,https://www.transfermarkt.com/gary-cahill/profil/spieler/27511,Success,27511,spieler,Gary Cahill,19/12/1985 (39),Dronfield,"1,93 m",England,Defender - Centre-Back,right,Not found,Bournemouth,16/11/2022,-,adidas,14,410,72,Yes,16/11/2022,Not found,7
Tim Cahill,https://www.transfermarkt.com/tim-cahill/profil/spieler/13556,Success,13556,spieler,Tim Cahill,06/12/1979 (45),Sydney,"1,78 m",Australia  Samoa,Midfield - Attacking Midfield,right,Not found,Jamshedpur FC,1/4/2019,-,New Balance,2,238,25,Yes,1/4/2019,Not found,2
Gary Caldwell,https://www.transfermarkt.com/gary-caldwell/profil/spieler/3791,Success,3791,spieler,Gary Caldwell,12/04/1982 (43),Stirling,"1,85 m",Scotland,Defender - Centre-Back,right,Not found,Wigan,28/02/2015,-,Not found,3,104,5,Yes,28/02/2015,Not found,3
Steven Caldwell,https://www.transfermarkt.com/steven-caldwell/profil/spieler/3462,Success,3462,spieler,Steven Caldwell,12/09/1980 (45),Stirling,"1,83 m",Scotland,Defender - Centre-Back,right,Not found,Toronto,14/07/2015,-,Not found,3,188,33,Yes,14/07/2015,Not found,2
DJ Campbell,https://www.transfermarkt.com/dj-campbell/profil/spieler/37896,Success,37896,spieler,DJ Campbell,12/11/1981 (44),London,"1,78 m",England,Attack - Centre-Forward,right,Not found,Maidenhead Utd.,1/7/2015,-,Not found,3,338,40,Yes,1/7/2015,Not found,2
Fraizer Campbell,https://www.transfermarkt.com/fraizer-campbell/profil/spieler/42411,Success,42411,spieler,Fraizer Campbell,13/09/1987 (38),Huddersfield,"1,72 m",England  Jamaica,Attack - Centre-Forward,right,Not found,Huddersfield,1/7/2022,-,Not found,6,644,108,Yes,1/7/2022,Not found,4
Sol Campbell,https://www.transfermarkt.com/sol-campbell/profil/spieler/3198,Success,3198,spieler,Sol Campbell,18/09/1974 (51),London,"1,88 m",England  Jamaica,Defender - Centre-Back,right,Not found,Newcastle,1/7/2011,-,Not found,1,19,4,Yes,1/7/2011,Not found,1
John Carew,https://www.transfermarkt.com/john-carew/profil/spieler/3570,Success,3570,spieler,John Carew,05/09/1979 (46),Lørenskog,"1,96 m",Norway,Attack - Centre-Forward,right,Not found,West Ham,1/7/2012,-,Not found,6,210,42,Yes,1/7/2012,Not found,3
David Carney,https://www.transfermarkt.com/david-carney/profil/spieler/10387,Success,10387,spieler,David Carney,30/11/1983 (41),Sydney,"1,83 m",Australia,Midfield - Left Midfield,left,Not found,Sydney FC,1/7/2018,-,Not found,0,0,0,Yes,1/7/2018,Not found,0
Stephen Carr,https://www.transfermarkt.com/stephen-carr/profil/spieler/4046,Success,4046,spieler,Stephen Carr,29/08/1976 (49),Dublin,"1,75 m",Ireland,Defender - Right-Back,right,Not found,Birmingham,1/7/2013,-,Not found,3,534,89,Yes,1/7/2013,Not found,3
Jamie Carragher,https://www.transfermarkt.com/jamie-carragher/profil/spieler/3597,Success,3597,spieler,Jamie Carragher,28/01/1978 (47),Bootle,"1,85 m",England  Malta,Defender - Centre-Back,right,Not found,Liverpool,1/7/2013,-,Not found,3,228,48,Yes,1/7/2013,Not found,3
Michael Carrick,https://www.transfermarkt.com/michael-carrick/profil/spieler/3878,Success,3878,spieler,Michael Carrick,28/07/1981 (44),Wallsend,"1,89 m",England,Midfield - Defensive Midfield,right,Not found,Man Utd,1/7/2018,-,Not found,11,516,106,Yes,1/7/2018,Not found,6
Andy Carroll,https://www.transfermarkt.com/andy-carroll/profil/spieler/48066,Success,48066,spieler,Andy Carroll,06/01/1989 (36),Gateshead,"1,94 m",England,Attack - Centre-Forward,left,Not found,Dag & Red FC,12/7/2025,30/06/2028,Not found,25,1921,255,No,Not found,9,13
Scott Carson,https://www.transfermarkt.com/scott-carson/profil/spieler/14555,Success,14555,spieler,Scott Carson,03/09/1985 (40),Whitehaven,"1,88 m",England,Goalkeeper,right,Not found,Man City,23/10/2025,-,Puma,3,94,26,Yes,23/10/2025,Not found,2
Craig Cathcart,https://www.transfermarkt.com/craig-cathcart/profil/spieler/59606,Success,59606,spieler,Craig Cathcart,06/02/1989 (36),Belfast,"1,89 m",Northern Ireland,Defender - Centre-Back,right,Not found,KV Kortrijk,19/09/2023,-,Not found,7,331,57,Yes,19/09/2023,Not found,3
Lee Cattermole,https://www.transfermarkt.com/lee-cattermole/profil/spieler/37363,Success,37363,spieler,Lee Cattermole,21/03/1988 (37),Stockton-on-Tees,"1,78 m",England,Midfield - Defensive Midfield,right,Not found,VVV-Venlo,14/08/2020,-,adidas,14,889,177,Yes,14/08/2020,Not found,7
Marek Čech,https://www.transfermarkt.com/marek-ech/profil/spieler/21354,Success,21354,spieler,Marek Cech,26/01/1983 (42),Trebišov,"1,83 m",Slovakia,Defender - Left-Back,left,Not found,Como,1/7/2016,-,Not found,7,92,15,Yes,1/7/2016,Not found,4
Petr Čech,https://www.transfermarkt.com/petr-ech/profil/spieler/5658,Success,5658,spieler,Petr Cech,20/05/1982 (43),Plzeň,"1,96 m",Czech Republic,Goalkeeper,left,Not found,Arsenal,1/7/2019,-,Puma,15,425,113,Yes,1/7/2019,Not found,11
Marouane Chamakh,https://www.transfermarkt.com/marouane-chamakh/profil/spieler/19085,Success,19085,spieler,Marouane Chamakh,10/01/1984 (41),Tonneins,"1,88 m",Morocco  France,Attack - Centre-Forward,right,Not found,Cardiff,26/05/2019,-,Not found,4,310,41,Yes,26/05/2019,Not found,2
Pascal Chimbonda,https://www.transfermarkt.com/pascal-chimbonda/profil/spieler/18875,Success,18875,spieler,Pascal Chimbonda,21/02/1979 (46),Les Abymes,"1,82 m",Guadeloupe  France,Defender - Right-Back,right,Not found,Without Club,4/5/2024,-,Not found,0,0,0,No,Not found,Not found,0
Ciaran Clark,https://www.transfermarkt.com/ciaran-clark/profil/spieler/98240,Success,98240,spieler,Ciaran Clark,26/09/1989 (36),London,"1,85 m",Ireland  England,Defender - Centre-Back,left,Not found,Stoke City,1/7/2024,-,Not found,14,555,79,Yes,1/7/2024,Not found,9
Tom Cleverley,https://www.transfermarkt.com/tom-cleverley/profil/spieler/73484,Success,73484,spieler,Tom Cleverley,12/08/1989 (36),Basingstoke,"1,75 m",England,Midfield - Central Midfield,right,Not found,Watford,1/7/2023,-,Not found,10,816,130,Yes,1/7/2023,Not found,7
Gaël Clichy,https://www.transfermarkt.com/gal-clichy/profil/spieler/7449,Success,7449,spieler,Gaël Clichy,26/07/1985 (40),Toulouse,"1,76 m",France  Martinique,Defender - Left-Back,left,Not found,Servette FC,1/7/2023,-,Puma,21,460,114,Yes,1/7/2023,Not found,11
Tamir Cohen,https://www.transfermarkt.com/tamir-cohen/profil/spieler/24209,Success,24209,spieler,Tamir Cohen,04/03/1984 (41),Tel Aviv,"1,82 m",Israel  Italy,Midfield - Central Midfield,right,Not found,Hapoel Raanana,1/7/2014,-,Not found,1,48,9,Yes,1/7/2014,Not found,1
Jack Colback,https://www.transfermarkt.com/jack-colback/profil/spieler/61644,Success,61644,spieler,Jack Colback,24/10/1989 (36),Killingworth,"1,77 m",England,Midfield - Defensive Midfield,left,Not found,Without Club,1/7/2025,-,Nike,4,176,29,No,Not found,Not found,3
Ashley Cole,https://www.transfermarkt.com/ashley-cole/profil/spieler/3182,Success,3182,spieler,Ashley Cole,20/12/1980 (44),London,"1,76 m",England  Barbados,Defender - Left-Back,left,Not found,Derby,18/08/2019,-,Nike,10,243,57,Yes,18/08/2019,Not found,5
